gene_symbol	GSM1624229	GSM1868813	GSM1868814	GSM1868819	GSM1868820	GSM1868821	GSM1868816	GSM1868810	GSM1624232	GSM1624230	GSM1624236	GSM1868817	GSM1868823	GSM1868818	GSM1624227	GSM1624223	GSM1868822	GSM1868815	GSM1868812	GSM1624235	GSM1624233	GSM1868811	GSM1624225	GSM1624226	GSM1624237	GSM1624222	GSM1624228	GSM1624234	GSM1624231	GSM1624224
C2ORF70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2ORF71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2ORF72	2	0	0	0	1	0	0	0	0	6	0	0	0	0	0	796	0	213	0	0	47	0	0	0	1	265	0	21	0	0
C2ORF73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C2ORF74	783	0	22	368	8	1442	140	633	1	621	415	4	1	0	123	0	0	3	8	673	484	313	18	786	9	5	0	31	352	5
C2ORF76	1492	0	0	0	2	0	0	0	0	425	183	0	2	0	157	403	508	434	294	473	394	53	1030	396	0	0	0	320	117	40
C2ORF78	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C2ORF80	9	1	43	39	1	42	1	49	0	3	2	10	17	35	0	3	0	3	5	6	1	15	0	17	12	17	0	3	3	0
C2ORF81	305	96	281	56	87	98	66	95	72	98	21	76	172	17	159	21	61	32	169	188	118	535	51	63	46	86	4	11	37	33
C2ORF82	0	0	0	0	0	0	0	21	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
C2ORF83	114	10	111	25	2	133	10	46	27	3	3	29	12	0	1	41	6	5	24	13	26	13	2	15	22	46	0	2	27	16
C2ORF88	38	72	23	33	0	0	20	29	0	4	41	22	0	0	35	0	16	4	45	7	372	7	0	6	1	38	0	7	13	0
C2ORF91	249	60	9	44	8	8	34	15	26	15	27	12	4	3	109	3	11	23	235	205	51	30	1	1	17	19	0	2	12	12
C3	79	69	441	28	46	141	26	25	53	19	93	131	19	0	5	104	42	56	74	62	57	94	93	3	39	73	0	14	20	7
C3AR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ORF14	4988	294	0	0	62	0	0	0	228	266	919	90	0	0	380	149	1348	205	0	1067	1874	0	1701	1121	0	3141	0	913	354	1633
C3ORF18	0	0	13	0	11	0	0	40	75	0	0	7	0	0	0	1	6	0	11	4	3	3	0	0	5	5	0	1	1	0
C3ORF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ORF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ORF30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ORF33	85	25	70	2	9	46	2	20	13	7	15	34	17	0	16	1204	47	21	20	18	5	9	965	59	13	37	1	2	21	4
C3ORF36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ORF38	0	1	0	0	0	20	0	0	0	47	593	0	671	1	432	1	6076	465	0	1082	1799	858	23	0	2	2256	0	402	0	0
C3ORF49	31	0	4	9	1	0	3	0	0	0	3	34	0	8	0	2	24	0	0	16	3	1	8	0	5	19	0	0	0	0
C3ORF52	726	65	0	0	106	0	550	1	0	155	417	0	0	1	0	0	0	0	0	245	2336	2	0	0	5	0	0	0	0	534
C3ORF58	345	0	0	10	2490	0	0	0	0	64	0	0	0	0	0	0	956	41	0	488	120	0	671	0	3	39	58	0	0	0
C3ORF62	136	24	187	30	37	89	71	95	61	11	41	20	30	5	83	34	43	404	66	99	666	49	278	98	89	1356	2	20	8	30
C3ORF67	44	3	28	2	131	86	8	2	14	7	0	6	388	0	4	11	1	1	2	26	12	426	6	11	34	6	17	1	0	0
C3ORF70	266	14	117	17	3	464	20	71	81	27	12	127	25	1	22	231	26	1075	8	673	28	20	15	10	23	14	4	1	2	41
C3ORF80	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ORF84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4A	1097	0	0	0	0	0	15	0	0	0	357	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3	0	0	0	0
C4B	225	0	0	0	0	0	16	0	0	0	35	0	0	0	0	0	0	1	0	0	4	0	0	0	1	3	0	0	0	0
C4BPA	35	33	3	2	0	2	3	2	0	14	6	5	40	0	0	13	0	4	0	7	4	3	0	2	1	24	0	0	0	2
C4BPAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4BPAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0
C4BPB	166	59	227	102	71	100	51	43	65	1071	285	35	70	0	24	46	149	1645	223	3014	1013	103	1892	468	104	2077	155	316	528	3
C4B_2	94	0	0	0	0	0	1	0	0	0	13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C4ORF17	7	0	0	0	0	0	0	534	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
C4ORF19	2882	1801	36	5	1465	180	401	4	855	216	237	90	6	28	1	25	16	42	60	29	1723	13	171	3	14	4439	80	158	183	478
C4ORF22	389	24	30	19	0	0	180	58	9	97	119	2	3	0	0	41	1	95	16	258	190	70	248	124	13	221	0	26	61	22
C4ORF26	57	339	89	38	30	19	18	88	76	4	6	86	8	0	11	99	26	18	59	24	46	26	0	12	6	16	264	0	1	4
C4ORF3	2659	402	0	655	4110	31	335	14	3786	1237	727	4	859	3	927	2195	668	2204	968	1338	1310	334	4258	1013	116	1880	1212	964	324	1186
C4ORF32	3763	683	2026	905	640	3111	789	1453	772	458	441	535	1645	193	685	443	1250	227	1675	1120	831	1007	467	253	663	1146	905	12	163	355
C4ORF33	1585	977	0	0	0	0	0	1373	0	422	1	0	0	0	0	0	0	0	804	41	1061	0	0	0	1	0	0	488	0	0
C4ORF36	306	55	366	112	103	264	88	114	126	23	45	55	112	5	45	14	158	94	265	168	158	197	57	54	100	273	21	8	26	37
C4ORF45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
C4ORF46	2769	120	0	1088	15	2760	1113	0	405	935	1624	2349	2853	0	50	0	0	99	0	1199	1101	0	1216	1110	12	634	0	270	0	444
C4ORF47	0	0	0	45	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	379	0	0	0	1	0	0	0	0	0
C4ORF48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	23	0	0	0	0	3	0	0
C4ORF50	0	0	0	13	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C4ORF51	0	0	72	0	0	7	0	0	0	0	0	0	39	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	45
C5	18	0	76	11	7	1	1	9	2	0	0	36	32	0	0	0	3	0	2	12	2	7	4	0	7	3	0	0	2	0
C5AR1	264	7	102	40	54	143	36	76	18	147	18	77	71	0	32	43	40	181	61	50	22	22	16	7	27	173	33	7	3	8
C5AR2	741	157	392	136	131	237	95	126	148	83	110	238	155	29	127	205	64	77	279	266	199	174	158	144	92	249	276	20	99	34
C5ORF15	2817	969	1207	1652	2550	12	1626	3530	13	945	179	1035	38	0	330	1459	5404	909	0	2152	1326	1741	2567	114	5	1929	0	130	0	350
C5ORF22	1888	112	47	0	350	1	1095	477	758	1167	738	0	47	9	18	98	143	5	15	2973	384	200	859	481	9	594	0	370	13	297
C5ORF24	4394	0	48	136	22	2177	14	59	129	94	336	0	4	0	524	14	3	160	2	10	439	4	14	1308	53	238	0	248	2	509
C5ORF30	0	0	3	0	1	0	0	0	0	0	0	0	2	0	747	252	0	0	0	0	765	0	0	0	0	0	0	2	0	0
C5ORF34	0	1451	0	139	0	0	0	0	0	276	0	1	357	0	337	317	924	7	1	27	0	1166	0	492	15	0	0	0	0	0
C5ORF38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5ORF42	542	191	14	883	0	11	21	63	313	47	33	7	42	0	19	45	6	17	121	12	22	231	29	2	25	74	1	0	3	242
C5ORF45	1830	317	1084	121	1410	226	100	2961	277	91	77	148	137	32	94	42	186	54	2783	361	120	466	154	805	97	153	96	19	25	28
C5ORF46	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5ORF47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
C5ORF49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5ORF51	1516	0	0	6	1227	408	394	809	0	525	815	0	406	0	0	988	618	14	1008	1503	508	163	0	0	104	19	0	302	23	54
C5ORF52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5ORF56	49	0	32	6	0	57	8	15	15	3	6	0	7	0	10	0	30	18	0	20	1	37	12	53	3	17	0	20	6	8
C5ORF58	0	0	0	0	0	0	0	0	0	85	0	0	135	0	0	0	249	0	0	0	0	0	0	0	0	117	0	65	0	0
C5ORF63	49	3	61	15	64	36	353	45	49	40	16	0	12	202	43	1114	14	157	253	10	34	27	169	32	75	362	50	63	6	143
C5ORF67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C6ORF1	0	0	1	0	291	0	0	0	0	0	0	0	0	2	0	588	759	0	0	10	0	350	0	0	0	0	0	0	0	0
C6ORF10	0	131	0	36	146	44	0	168	0	0	0	0	60	0	0	0	0	0	216	0	0	213	34	0	7	0	0	0	0	0
C6ORF106	2629	1064	9	2437	5902	1640	800	2462	5948	1062	1037	712	2740	4065	170	916	5117	2089	2025	1078	2298	2466	2585	1520	43	8223	0	1286	811	923
C6ORF118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6ORF120	0	0	0	1	103	0	1	30	0	60	32	0	15	0	0	107	122	196	0	0	756	0	0	533	0	0	0	0	0	0
C6ORF132	4514	90	421	514	137	756	582	1036	671	258	706	123	42	3	52	1162	654	480	235	346	1035	30	1755	416	266	1306	1	391	17	181
C6ORF136	0	869	0	532	6	0	0	0	258	63	378	0	0	0	834	426	0	956	0	0	504	0	574	317	33	107	3893	65	0	288
C6ORF141	114	17	77	18	17	115	25	52	67	12	12	57	67	0	35	13	91	6	109	14	22	34	60	18	16	58	9	9	8	21
C6ORF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6ORF163	21	11	310	3	20	13	468	10	4	15	1	9	2	0	25	64	26	1	3	1	2	33	81	7	79	505	72	6	1	0
C6ORF201	0	0	0	0	371	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6ORF203	34	1598	33	19	53	81	159	6	17	12	268	828	9	5	34	882	60	14	1120	1	17	582	18	46	20	21	9	55	8	233
C6ORF222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C6ORF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C6ORF226	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
C6ORF229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6ORF25	18	0	114	24	12	66	12	24	0	12	0	12	6	0	30	8	6	12	12	0	7	18	6	66	36	12	0	0	8	30
C6ORF47	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	27	0	0	0	0	0
C6ORF48	6155	1436	7915	777	1212	4944	2165	1311	1255	249	1133	87	961	420	2145	2142	2974	1357	0	271	1070	3953	8197	3914	97	831	13221	332	105	2045
C6ORF52	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	27	0	2	0	0	39	0	0
C6ORF58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
C6ORF62	21544	7348	165	7027	19609	3491	14525	7943	3566	4494	8774	992	13241	2459	5371	9129	13729	3295	15337	28199	12589	14959	18632	3845	1159	15905	7	4260	1690	5314
C6ORF89	107	16	10	10	1	2330	20	51	2	287	296	76	7	0	116	40	2	198	28	2210	3	92	6	479	38	45	2	1	284	5
C7	31	37	39	27	32	5	5	67	13	8	1	4	2	0	0	18	10	29	99	36	9	2	5	10	15	15	2	3	0	5
C7ORF25	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	28	0	12	0	0	2	37	18	0	0	0	0	0	0	0
C7ORF26	0	2	0	8	0	0	0	0	0	9	0	0	0	0	0	0	16	403	0	91	22	0	116	0	6	0	0	24	357	0
C7ORF31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7ORF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7ORF34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7ORF43	142	0	2	167	4	444	0	0	270	2	2	0	6	0	14	6	0	0	0	5	30	2	9	3	28	0	38	2	0	0
C7ORF49	791	1191	0	984	709	0	736	3664	1	449	405	0	16	6180	1271	519	0	4	25	679	777	712	3673	0	0	1	20	0	0	7
C7ORF50	1334	1	44	1269	48	0	521	1	0	151	95	19	0	3	0	298	0	4	110	1056	26	2	567	0	9	101	0	425	1	6
C7ORF55	604	12	42	0	19	43	83	918	96	167	79	129	672	0	17	214	23	133	27	15	84	135	448	12	49	229	99	60	11	420
C7ORF55-LUC7L2	1362	0	0	0	0	0	16	1	344	0	0	0	0	0	46	0	0	232	0	0	36	33	0	0	0	0	0	0	0	0
C7ORF57	0	0	0	0	29	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C7ORF61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7ORF62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7ORF72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7ORF73	9499	546	145	227	385	812	267	43	883	1340	2013	977	2635	1019	1416	5461	443	608	19	381	869	149	5852	1765	84	2406	6	721	195	601
C7ORF77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
C8B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8G	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8ORF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
C8ORF33	1464	552	39	275	2	33	201	2854	946	113	2632	1	0	0	1578	1668	3019	546	1	166	1518	418	2265	921	20	1082	0	32	309	15
C8ORF34	239	23	117	35	17	59	35	128	10	16	15	69	45	0	22	11	15	26	33	44	33	74	6	25	45	63	29	0	22	0
C8ORF37	457	38	66	23	16	11	11	27	58	322	9	35	0	0	4	42	17	12	5	5	13	22	1	209	18	0	1	4	3	3
C8ORF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8ORF44	89	6	65	17	537	84	4	0	33	23	7	118	6	1	2	21	9	305	35	24	2	280	6	3	10	24	1	0	24	0
C8ORF44-SGK3	0	0	0	0	0	0	0	0	23	0	0	761	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	1	0	0
C8ORF46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	42	0	0	0	0	0	0	0
C8ORF48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8ORF58	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0
C8ORF59	6791	441	59	532	593	1164	433	1350	1027	1582	937	0	637	1038	809	2216	1104	2921	260	1112	1092	263	3916	1364	105	2610	366	1418	275	918
C8ORF59P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8ORF59P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8ORF74	18	0	0	0	1	0	1	0	0	1	1	0	2	0	0	0	0	0	1	1	1	9	5	0	2	8	0	0	10	0
C8ORF76	2669	2733	412	576	3	2124	395	688	1259	1268	848	33	1	4223	612	1177	1284	492	11	2929	2105	1440	2135	10	87	1994	0	482	141	717
C8ORF82	0	0	0	0	0	12	0	0	13	0	0	0	0	0	18	0	0	0	0	0	0	0	0	119	1	0	0	24	0	0
C8ORF86	130	5	114	15	2	80	14	14	63	41	14	10	7	0	11	26	15	20	0	6	27	26	25	14	1	24	0	1	14	0
C8ORF88	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8ORF89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C9ORF114	1262	1716	19	30	2606	510	26	8	110	2	703	0	6	1646	1564	799	22	7	0	0	630	48	264	38	141	7	0	75	0	88
C9ORF116	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF131	6	2	5	0	8	8	38	0	0	0	14	0	7	0	35	0	0	179	3	17	4	0	0	0	0	13	0	0	0	0
C9ORF135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF142	477	235	1087	396	5	0	105	766	0	598	545	0	0	0	1306	0	0	549	0	0	680	6	956	960	168	1005	0	229	168	844
C9ORF152	0	0	0	15	8	0	15	20	19	0	2	0	2	1	1	18	0	0	0	0	54	0	0	0	1	35	0	0	0	0
C9ORF153	6	0	0	0	0	0	0	0	0	0	141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C9ORF16	865	49	0	125	0	617	0	523	478	77	0	0	0	0	265	73	0	343	0	0	0	0	658	0	2	322	3129	0	0	0
C9ORF172	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C9ORF24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF3	1273	46	260	48	636	46	1267	66	57	1530	220	26	1051	2	15	270	262	284	225	1400	1372	39	826	17	53	539	0	108	3	757
C9ORF40	54	37	0	0	0	0	377	7	0	313	0	0	0	0	0	0	0	210	0	93	78	492	337	0	0	98	0	72	14	0
C9ORF43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF47	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C9ORF50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF64	1991	8	26	20	23	1232	46	239	17	362	28	28	29	5	17	1081	2347	11	90	24	19	35	335	12	15	11	0	68	3	0
C9ORF66	91	37	48	54	26	32	17	20	53	17	5	46	34	1	34	5	3	8	5	37	4	25	33	35	13	33	149	21	6	21
C9ORF69	0	0	0	39	4	0	0	0	248	5	0	1	0	0	0	10	0	0	0	0	0	0	0	58	1	438	0	0	217	0
C9ORF72	750	0	0	0	129	0	742	0	0	162	42	0	0	0	461	57	0	0	0	1582	454	0	0	203	22	65	1044	575	0	0
C9ORF78	14950	5869	275	259	2377	177	798	6489	5710	1650	2062	1090	2156	8422	3964	3880	3410	4414	574	8047	7454	3589	19909	3866	329	3753	2338	855	604	2808
C9ORF84	0	258	0	0	0	0	120	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9ORF85	2459	50	66	56	76	702	355	65	823	842	457	78	8	3895	362	525	834	445	236	1756	3052	30	1408	29	59	814	1	387	18	2
C9ORF91	9	3	22	30	15	74	21	57	30	0	4	2	26	0	28	19	1	2	58	51	33	788	10	41	32	27	96	5	7	8
C9ORF92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA1	0	1	0	1	6	1	8	5	4	2	0	7	3	1	0	0	6	6	1	11	5	7	1	0	5	8	0	0	0	8
CA10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA12	1011	1	8	1	16	0	364	2	3	1663	980	4	0	0	23	1281	0	735	0	1722	143	2	621	372	100	2641	4	1120	887	0
CA13	81	6	72	21	0	52	15	54	12	6	8	16	94	2	5	10	4	17	59	32	651	62	246	18	34	23	4	44	2	41
CA14	73	3	129	22	4	109	184	67	67	27	122	18	12	0	4	66	18	17	62	32	16	30	51	62	20	48	2	1	18	1
CA15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CA15P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA2	6618	3807	582	3100	4086	2388	1693	12534	12967	3590	2677	4688	4	1	3658	585	9473	2749	8220	9156	16054	11148	14541	328	0	10349	11373	1234	4451	5430
CA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA4	0	645	3973	0	0	0	0	2284	0	0	0	0	0	0	0	0	0	0	88	0	0	946	0	0	0	0	0	0	0	0
CA5A	548	76	553	241	91	313	159	102	86	82	102	211	207	0	102	44	160	71	202	183	99	256	236	116	126	232	189	25	56	74
CA5AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
CA5B	425	39	196	67	65	223	87	166	42	425	58	79	140	4	101	1875	30	347	320	161	124	100	7	96	75	90	163	0	26	1176
CA5BP1	15	0	153	98	1	0	20	6	0	73	109	0	184	0	0	951	0	9	0	0	16	0	0	0	175	0	0	0	25	0
CA6	24	68	99	30	3	66	17	71	59	65	12	57	21	12	6	38	22	47	60	46	36	39	32	42	23	14	48	9	1	1
CA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAP1	969	11	0	883	262	405	0	11	38	95	411	767	54	73	28	42	1427	1	0	751	1049	109	28	1179	6	360	0	226	0	169
CAB39	85	9	116	13	893	215	35	82	68	270	421	2198	3184	516	37	0	4	844	71	23	586	856	512	345	1	419	81	171	0	993
CAB39L	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	21	0	0	0	0	0	2	1433	0	28	302	0
CAB39P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABIN1	983	0	0	20	0	2	45	1	0	64	474	4	548	8	54	12	1605	510	28	15	0	295	425	335	35	6	0	0	228	0
CABLES1	0	0	0	28	0	0	0	0	0	0	10	116	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0	0	0
CABLES2	46	0	0	0	2	0	0	0	0	0	0	0	0	6218	0	0	0	0	0	242	2	0	0	0	0	0	0	0	0	0
CABP1	14	0	1	0	2	6	3	0	2	0	0	1	17	1	1	3	5	1	8	2	2	3	0	1	1	0	0	0	3	0
CABP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP4	97	5	27	11	6	34	36	41	59	24	20	5	8	0	4	35	17	143	34	73	15	36	58	13	23	11	10	4	21	0
CABP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP7	281	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	134	0	0	0	0	0	399	0	0	0	0
CABS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABYR	97	3	55	3	123	2	380	22	12	548	0	88	0	11	0	0	12	20	56	335	901	6	1007	30	15	3	1	136	6	6
CABYRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACFD1	2	0	0	0	204	26	0	2	0	8	0	838	6	14	0	40	0	2	8	0	0	0	0	0	0	0	0	0	0	2
CACHD1	0	666	389	581	2	30	0	2326	2460	0	0	0	2871	0	0	0	1	0	447	0	0	5462	212	0	3	0	0	6	0	0
CACNA1A	1501	335	1139	301	546	874	304	536	279	205	210	507	475	302	316	399	482	316	490	655	638	343	371	207	551	496	384	161	118	174
CACNA1B	0	1	0	0	0	0	0	0	4	0	1	10	0	0	0	0	215	1	0	0	0	4	0	6	4	0	516	0	0	0
CACNA1C	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
